model,model_id,prompt_variant,run,occupation,soc2020_code,score,confidence,rationale,temperature,top_p,max_tokens,context_cleared
DeepSeek,DeepSeek-V3,main_prompt,13,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Road traffic and transport safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Environmental health professional,2483,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Environmental consultant,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Environmental scientist,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Environmental/geo-environmental engineer,2152,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Sustainability officer,2152,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Energy manager,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Hydrogeologist,2114,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,13,Hydrologist,2114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Civil engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Structural engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Geotechnical engineer,2121,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Transportation engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Water engineer (professional),2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Building and building services engineer,2121,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Engineering project manager,2127,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Project engineer,2127,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Energy engineer,2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Traffic engineer,2129,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Heating and ventilating engineer (professional),2129,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Gas engineer (professional),2129,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Construction project manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Construction contract manager,2455,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Transport planner,2455,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Quantity surveyor,2453,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Building control surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Land surveyor,2454,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Hydrographic surveyor,2454,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Town planning officer,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Urban designer,2452,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Chartered architectural technologist,2452,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,BIM technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,CAD technician,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Architectural technician,3120,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Cartographer,3120,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Civil engineering technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Building technician,3114,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Surveying technician,3114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Planning engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Quality control engineer,2481,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Estimator,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Valuer,3541,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Energy adviser and assessor,3541,4,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Building control officer,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Housing and planning inspector,3581,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Health and safety inspector,3581,2,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Traffic and vehicle examiner/inspector,3581,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Occupational health and safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Fire safety officer,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Road traffic and transport safety officer,3582,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Occupational hygienist,3582,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Environmental health professional,2483,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Environmental consultant,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Environmental scientist,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Environmental/geo-environmental engineer,2152,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Sustainability officer,2152,3,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Energy manager,2152,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Hydrogeologist,2114,2,Medium,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,14,Hydrologist,2114,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,15,Civil engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
DeepSeek,DeepSeek-V3,main_prompt,15,Structural engineer,2121,3,High,Original rationale supplied in user-pasted DeepSeek JSON; occupation name normalized where needed.,UI default,UI default,UI default,True
